name,pokedex_num,clear_path,blacked_path,tier,generation,de,fr,jp,ko,zh,en,es,it,hi,shiny_path
venusaur-gigantamax,,./gifs/clear/venusaur-gigantamax.gif,./gifs/blacked/venusaur-gigantamax.gif,0.0,gmax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,venusaur gigantamax,./gifs/shiny/venusaur-gigantamax.gif
venusaur-mega,,./gifs/clear/venusaur-mega.gif,./gifs/blacked/venusaur-mega.gif,0.0,mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,venusaur mega,./gifs/shiny/venusaur-mega.gif
venusaur,3.0,./gifs/clear/venusaur.gif,./gifs/blacked/venusaur.gif,0.0,kanto,bisaflor,florizarre,フシギバナ,이상해꽃,妙蛙花,venusaur,venusaur,venusaur,venusaur,./gifs/shiny/venusaur.gif
vespiquen,416.0,./gifs/clear/vespiquen.gif,./gifs/blacked/vespiquen.gif,0.0,other,honweisel,apireine,ビークイン,비퀸,蜂女王,vespiquen,vespiquen,vespiquen,vespiquen,./gifs/shiny/vespiquen.gif
vibrava,329.0,./gifs/clear/vibrava.gif,./gifs/blacked/vibrava.gif,0.0,hoenn,vibrava,vibraninf,ビブラーバ,비브라바,超音波幼蟲,vibrava,vibrava,vibrava,vibrava,./gifs/shiny/vibrava.gif
victini,494.0,./gifs/clear/victini.gif,./gifs/blacked/victini.gif,0.0,unova,victini,victini,ビクティニ,비크티니,比克提尼,victini,victini,victini,victini,./gifs/shiny/victini.gif
victreebel,71.0,./gifs/clear/victreebel.gif,./gifs/blacked/victreebel.gif,0.0,kanto,sarzenia,empiflor,ウツボット,우츠보트,大食花,victreebel,victreebel,victreebel,victreebel,./gifs/shiny/victreebel.gif
vigoroth,288.0,./gifs/clear/vigoroth.gif,./gifs/blacked/vigoroth.gif,0.0,hoenn,muntier,vigoroth,ヤルキモノ,발바로,過動猿,vigoroth,vigoroth,vigoroth,vigoroth,./gifs/shiny/vigoroth.gif
vikavolt,738.0,./gifs/clear/vikavolt.gif,./gifs/blacked/vikavolt.gif,0.0,alola,donarion,lucanon,クワガノン,투구뿌논,鍬農炮蟲,vikavolt,vikavolt,vikavolt,vikavolt,./gifs/shiny/vikavolt.gif
vileplume,45.0,./gifs/clear/vileplume.gif,./gifs/blacked/vileplume.gif,0.0,kanto,giflor,rafflesia,ラフレシア,라플레시아,霸王花,vileplume,vileplume,vileplume,vileplume,./gifs/shiny/vileplume.gif
virizion,640.0,./gifs/clear/virizion.gif,./gifs/blacked/virizion.gif,0.0,unova,viridium,viridium,ビリジオン,비리디온,畢力吉翁,virizion,virizion,virizion,virizion,./gifs/shiny/virizion.gif
vivillon,666.0,./gifs/clear/vivillon.gif,./gifs/blacked/vivillon.gif,0.0,kalos,vivillon,prismillon,ビビヨン,비비용,彩粉蝶,vivillon,vivillon,vivillon,vivillon,./gifs/shiny/vivillon.gif
volbeat,313.0,./gifs/clear/volbeat.gif,./gifs/blacked/volbeat.gif,0.0,hoenn,volbeat,muciole,バルビート,볼비트,電螢蟲,volbeat,volbeat,volbeat,volbeat,./gifs/shiny/volbeat.gif
volcanion,721.0,./gifs/clear/volcanion.gif,./gifs/blacked/volcanion.gif,0.0,kalos,volcanion,volcanion,ボルケニオン,볼케니온,波爾凱尼恩,volcanion,volcanion,volcanion,volcanion,./gifs/shiny/volcanion.gif
volcarona,637.0,./gifs/clear/volcarona.gif,./gifs/blacked/volcarona.gif,0.0,unova,ramoth,pyrax,ウルガモス,불카모스,火神蛾,volcarona,volcarona,volcarona,volcarona,./gifs/shiny/volcarona.gif
voltorb,100.0,./gifs/clear/voltorb.gif,./gifs/blacked/voltorb.gif,0.0,kanto,voltobal,voltorbe,ビリリダマ,찌리리공,霹靂電球,voltorb,voltorb,voltorb,voltorb,./gifs/shiny/voltorb.gif
vullaby,629.0,./gifs/clear/vullaby.gif,./gifs/blacked/vullaby.gif,0.0,unova,skallyk,vostourno,バルチャイ,벌차이,禿鷹丫頭,vullaby,vullaby,vullaby,vullaby,./gifs/shiny/vullaby.gif
vulpix-alola,,./gifs/clear/vulpix-alola.gif,./gifs/blacked/vulpix-alola.gif,0.0,alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,vulpix alola,./gifs/shiny/vulpix-alola.gif
vulpix,37.0,./gifs/clear/vulpix.gif,./gifs/blacked/vulpix.gif,0.0,kanto,vulpix,goupix,ロコン,식스테일,六尾,vulpix,vulpix,vulpix,vulpix,./gifs/shiny/vulpix.gif
wailmer,320.0,./gifs/clear/wailmer.gif,./gifs/blacked/wailmer.gif,0.0,hoenn,wailmer,wailmer,ホエルコ,고래왕자,吼吼鯨,wailmer,wailmer,wailmer,wailmer,./gifs/shiny/wailmer.gif
wailord,321.0,./gifs/clear/wailord.gif,./gifs/blacked/wailord.gif,0.0,hoenn,wailord,wailord,ホエルオー,고래왕,吼鯨王,wailord,wailord,wailord,wailord,./gifs/shiny/wailord.gif
walrein,365.0,./gifs/clear/walrein.gif,./gifs/blacked/walrein.gif,0.0,hoenn,walraisa,kaimorse,トドゼルガ,씨카이저,帝牙海獅,walrein,walrein,walrein,walrein,./gifs/shiny/walrein.gif
wartortle,8.0,./gifs/clear/wartortle.gif,./gifs/blacked/wartortle.gif,0.0,kanto,schillok,carabaffe,カメール,어니부기,卡咪龜,wartortle,wartortle,wartortle,wartortle,./gifs/shiny/wartortle.gif
watchog,505.0,./gifs/clear/watchog.gif,./gifs/blacked/watchog.gif,0.0,unova,kukmarda,miradar,ミルホッグ,보르그,步哨鼠,watchog,watchog,watchog,watchog,./gifs/shiny/watchog.gif
weavile,461.0,./gifs/clear/weavile.gif,./gifs/blacked/weavile.gif,0.0,other,snibunna,dimoret,マニューラ,포푸니라,瑪狃拉,weavile,weavile,weavile,weavile,./gifs/shiny/weavile.gif
weedle,13.0,./gifs/clear/weedle.gif,./gifs/blacked/weedle.gif,0.0,kanto,hornliu,aspicot,ビードル,뿔충이,獨角蟲,weedle,weedle,weedle,weedle,./gifs/shiny/weedle.gif
weepinbell,70.0,./gifs/clear/weepinbell.gif,./gifs/blacked/weepinbell.gif,0.0,kanto,ultrigaria,boustiflor,ウツドン,우츠동,口呆花,weepinbell,weepinbell,weepinbell,weepinbell,./gifs/shiny/weepinbell.gif
weezing-galar,,./gifs/clear/weezing-galar.gif,./gifs/blacked/weezing-galar.gif,0.0,galar,weezing galar,weezing galar,weezing galar,weezing galar,weezing galar,weezing galar,weezing galar,weezing galar,weezing galar,./gifs/shiny/weezing-galar.gif
weezing,110.0,./gifs/clear/weezing.gif,./gifs/blacked/weezing.gif,0.0,kanto,smogmog,smogogo,マタドガス,또도가스,雙彈瓦斯,weezing,weezing,weezing,weezing,./gifs/shiny/weezing.gif
whimsicott,547.0,./gifs/clear/whimsicott.gif,./gifs/blacked/whimsicott.gif,0.0,unova,elfun,farfaduvet,エルフーン,엘풍,風妖精,whimsicott,whimsicott,whimsicott,whimsicott,./gifs/shiny/whimsicott.gif
whirlipede,544.0,./gifs/clear/whirlipede.gif,./gifs/blacked/whirlipede.gif,0.0,unova,rollum,scobolide,ホイーガ,휠구,車輪毬,whirlipede,whirlipede,whirlipede,whirlipede,./gifs/shiny/whirlipede.gif
whiscash,340.0,./gifs/clear/whiscash.gif,./gifs/blacked/whiscash.gif,0.0,hoenn,welsar,barbicha,ナマズン,메깅,鯰魚王,whiscash,whiscash,whiscash,whiscash,./gifs/shiny/whiscash.gif
whismur,293.0,./gifs/clear/whismur.gif,./gifs/blacked/whismur.gif,0.0,hoenn,flurmel,chuchmur,ゴニョニョ,소곤룡,咕妞妞,whismur,whismur,whismur,whismur,./gifs/shiny/whismur.gif
white-kyurem,,./gifs/clear/kyurem-white.gif,./gifs/blacked/kyurem-white.gif,,other,white kyurem,white kyurem,white kyurem,white kyurem,white kyurem,white kyurem,white kyurem,white kyurem,white kyurem,./gifs/shiny/kyurem-white.gif
wigglytuff,40.0,./gifs/clear/wigglytuff.gif,./gifs/blacked/wigglytuff.gif,0.0,kanto,knuddeluff,grodoudou,プクリン,푸크린,胖可丁,wigglytuff,wigglytuff,wigglytuff,wigglytuff,./gifs/shiny/wigglytuff.gif
wimpod,767.0,./gifs/clear/wimpod.gif,./gifs/blacked/wimpod.gif,0.0,alola,reißlaus,sovkipou,コソクムシ,꼬시레,膽小蟲,wimpod,wimpod,wimpod,wimpod,./gifs/shiny/wimpod.gif
wingull,278.0,./gifs/clear/wingull.gif,./gifs/blacked/wingull.gif,0.0,hoenn,wingull,goélise,キャモメ,갈모매,長翅鷗,wingull,wingull,wingull,wingull,./gifs/shiny/wingull.gif
wobbuffet,202.0,./gifs/clear/wobbuffet.gif,./gifs/blacked/wobbuffet.gif,0.0,johto,woingenau,qulbutoké,ソーナンス,마자용,果然翁,wobbuffet,wobbuffet,wobbuffet,wobbuffet,./gifs/shiny/wobbuffet.gif
woobat,527.0,./gifs/clear/woobat.gif,./gifs/blacked/woobat.gif,0.0,unova,fleknoil,chovsourir,コロモリ,또르박쥐,滾滾蝙蝠,woobat,woobat,woobat,woobat,./gifs/shiny/woobat.gif
wooloo,831.0,./gifs/clear/wooloo.gif,./gifs/blacked/wooloo.gif,0.0,other,wolly,moumouton,ウールー,우르,毛辮羊,wooloo,wooloo,wooloo,wooloo,./gifs/shiny/wooloo.gif
wooper,194.0,./gifs/clear/wooper.gif,./gifs/blacked/wooper.gif,0.0,johto,felino,axoloto,ウパー,우파,烏波,wooper,wooper,wooper,wooper,./gifs/shiny/wooper.gif
wormadam,413.0,./gifs/clear/wormadam.gif,./gifs/blacked/wormadam.gif,0.0,other,burmadame,cheniselle,ミノマダム,도롱마담,結草貴婦,wormadam,wormadam,wormadam,wormadam,./gifs/shiny/wormadam.gif
wurmple,265.0,./gifs/clear/wurmple.gif,./gifs/blacked/wurmple.gif,0.0,hoenn,waumpel,chenipotte,ケムッソ,개무소,刺尾蟲,wurmple,wurmple,wurmple,wurmple,./gifs/shiny/wurmple.gif
wynaut,360.0,./gifs/clear/wynaut.gif,./gifs/blacked/wynaut.gif,0.0,hoenn,isso,okéoké,ソーナノ,마자,小果然,wynaut,wynaut,wynaut,wynaut,./gifs/shiny/wynaut.gif
xatu,178.0,./gifs/clear/xatu.gif,./gifs/blacked/xatu.gif,0.0,johto,xatu,xatu,ネイティオ,네이티오,天然鳥,xatu,xatu,xatu,xatu,./gifs/shiny/xatu.gif
xerneas,716.0,./gifs/clear/xerneas.gif,./gifs/blacked/xerneas.gif,0.0,kalos,xerneas,xerneas,ゼルネアス,제르네아스,哲爾尼亞斯,xerneas,xerneas,xerneas,xerneas,./gifs/shiny/xerneas.gif
xurkitree,796.0,./gifs/clear/xurkitree.gif,./gifs/blacked/xurkitree.gif,0.0,alola,voltriant,câblifère,デンジュモク,전수목,電束木,xurkitree,xurkitree,xurkitree,xurkitree,./gifs/shiny/xurkitree.gif
yamask-galar,,./gifs/clear/yamask-galar.gif,./gifs/blacked/yamask-galar.gif,0.0,galar,yamask galar,yamask galar,yamask galar,yamask galar,yamask galar,yamask galar,yamask galar,yamask galar,yamask galar,./gifs/shiny/yamask-galar.gif
yamask,562.0,./gifs/clear/yamask.gif,./gifs/blacked/yamask.gif,0.0,unova,makabaja,tutafeh,デスマス,데스마스,哭哭面具,yamask,yamask,yamask,yamask,./gifs/shiny/yamask.gif
yamper,,./gifs/clear/yamper.gif,./gifs/blacked/yamper.gif,,other,voldi,voltoutou,ワンパチ,멍파치,來電汪,yamper,yamper,yamper,yamper,./gifs/shiny/yamper.gif
yanma,193.0,./gifs/clear/yanma.gif,./gifs/blacked/yanma.gif,0.0,johto,yanma,yanma,ヤンヤンマ,왕자리,蜻蜻蜓,yanma,yanma,yanma,yanma,./gifs/shiny/yanma.gif
yanmega,469.0,./gifs/clear/yanmega.gif,./gifs/blacked/yanmega.gif,0.0,other,yanmega,yanméga,メガヤンマ,메가자리,遠古巨蜓,yanmega,yanmega,yanmega,yanmega,./gifs/shiny/yanmega.gif
yungoos,734.0,./gifs/clear/yungoos.gif,./gifs/blacked/yungoos.gif,0.0,alola,mangunior,manglouton,ヤングース,영구스,貓鼬少,yungoos,yungoos,yungoos,yungoos,./gifs/shiny/yungoos.gif
yveltal,717.0,./gifs/clear/yveltal.gif,./gifs/blacked/yveltal.gif,0.0,kalos,yveltal,yveltal,イベルタル,이벨타르,伊裴爾塔爾,yveltal,yveltal,yveltal,yveltal,./gifs/shiny/yveltal.gif
zacian-crowned-sword,,./gifs/clear/zacian-crowned-sword.gif,./gifs/blacked/zacian-crowned-sword.gif,,other,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,zacian crowned sword,./gifs/shiny/zacian-crowned-sword.gif
zacian,888.0,./gifs/clear/zacian.gif,./gifs/blacked/zacian.gif,0.0,other,zacian,zacian,ザシアン,자시안,蒼響,zacian,zacian,zacian,zacian,./gifs/shiny/zacian.gif
zamazenta-crowned-shield,,./gifs/clear/zamazenta-crowned-shield.gif,./gifs/blacked/zamazenta-crowned-shield.gif,,other,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,zamazenta crowned shield,./gifs/shiny/zamazenta-crowned-shield.gif
zamazenta,889.0,./gifs/clear/zamazenta.gif,./gifs/blacked/zamazenta.gif,0.0,other,zamazenta,zamazenta,ザマゼンタ,자마젠타,藏瑪然特,zamazenta,zamazenta,zamazenta,zamazenta,./gifs/shiny/zamazenta.gif
zangoose,335.0,./gifs/clear/zangoose.gif,./gifs/blacked/zangoose.gif,0.0,hoenn,sengo,mangriff,ザングース,쟝고,貓鼬斬,zangoose,zangoose,zangoose,zangoose,./gifs/shiny/zangoose.gif
zapdos-galar,,./gifs/clear/zapdos-galar.gif,./gifs/blacked/zapdos-galar.gif,,galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,zapdos galar,./gifs/shiny/zapdos-galar.gif
zapdos,145.0,./gifs/clear/zapdos.gif,./gifs/blacked/zapdos.gif,0.0,kanto,zapdos,électhor,サンダー,썬더,閃電鳥,zapdos,zapdos,zapdos,zapdos,./gifs/shiny/zapdos.gif
zarude,893.0,./gifs/clear/zarude.gif,./gifs/blacked/zarude.gif,0.0,other,zarude,zarude,ザルード,자루도,薩戮德,zarude,zarude,zarude,zarude,./gifs/shiny/zarude.gif
zebstrika,523.0,./gifs/clear/zebstrika.gif,./gifs/blacked/zebstrika.gif,0.0,unova,zebritz,zéblitz,ゼブライカ,제브라이카,雷電斑馬,zebstrika,zebstrika,zebstrika,zebstrika,./gifs/shiny/zebstrika.gif
zekrom,644.0,./gifs/clear/zekrom.gif,./gifs/blacked/zekrom.gif,0.0,unova,zekrom,zekrom,ゼクロム,제크로무,捷克羅姆,zekrom,zekrom,zekrom,zekrom,./gifs/shiny/zekrom.gif
zeraora,807.0,./gifs/clear/zeraora.gif,./gifs/blacked/zeraora.gif,0.0,alola,zeraora,zeraora,ゼラオラ,제라오라,捷拉奧拉,zeraora,zeraora,zeraora,zeraora,./gifs/shiny/zeraora.gif
zigzagoon-galar,,./gifs/clear/zigzagoon-galar.gif,./gifs/blacked/zigzagoon-galar.gif,0.0,galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,zigzagoon galar,./gifs/shiny/zigzagoon-galar.gif
zigzagoon,263.0,./gifs/clear/zigzagoon.gif,./gifs/blacked/zigzagoon.gif,0.0,hoenn,zigzachs,zigzaton,ジグザグマ,지그제구리,蛇紋熊,zigzagoon,zigzagoon,zigzagoon,zigzagoon,./gifs/shiny/zigzagoon.gif
zoroark,571.0,./gifs/clear/zoroark.gif,./gifs/blacked/zoroark.gif,0.0,unova,zoroark,zoroark,ゾロアーク,조로아크,索羅亞克,zoroark,zoroark,zoroark,zoroark,./gifs/shiny/zoroark.gif
zorua,570.0,./gifs/clear/zorua.gif,./gifs/blacked/zorua.gif,0.0,unova,zorua,zorua,ゾロア,조로아,索羅亞,zorua,zorua,zorua,zorua,./gifs/shiny/zorua.gif
zubat,41.0,./gifs/clear/zubat.gif,./gifs/blacked/zubat.gif,0.0,kanto,zubat,nosferapti,ズバット,주뱃,超音蝠,zubat,zubat,zubat,zubat,./gifs/shiny/zubat.gif
zweilous,634.0,./gifs/clear/zweilous.gif,./gifs/blacked/zweilous.gif,0.0,unova,duodino,diamat,ジヘッド,디헤드,雙首暴龍,zweilous,zweilous,zweilous,zweilous,./gifs/shiny/zweilous.gif
zygarde-10%-forme,,./gifs/clear/zygarde-10.gif,./gifs/blacked/zygarde-10.gif,,other,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,zygarde 10% forme,./gifs/shiny/zygarde-10.gif
zygarde-complete-forme,,./gifs/clear/zygarde-complete.gif,./gifs/blacked/zygarde-complete.gif,,other,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,zygarde complete forme,./gifs/shiny/zygarde-complete.gif
furfrou,,./gifs/clear/furfrou.gif,./gifs/blacked/furfrou.gif,,other,furfrou,furfrou,furfrou,furfrou,furfrou,furfrou,furfrou,furfrou,furfrou,./gifs/shiny/furfrou.gif
zygarde-50%-forme,,,,,other,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,zygarde 50% forme,
lycanroc-midday,,,,,other,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,lycanroc midday,
wishiwashi-solo-form,,,,,other,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,wishiwashi solo form,
wishiwashi-school-form,,,,,other,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,wishiwashi school form,
toxtricity-amped-form,,,,,other,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,toxtricity amped form,
urshifu-single-strike-style,,,,,other,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,urshifu single strike style,
wyrdeer,899.0,,,0.0,other,damythir,cerbyllin,アヤシシ,신비록,詭角鹿,wyrdeer,wyrdeer,wyrdeer,wyrdeer,
kleavor,900.0,,,0.0,other,axantor,hachécateur,バサギリ,사마자르,劈斧螳螂,kleavor,kleavor,kleavor,kleavor,
ursaluna,901.0,,,0.0,other,ursaluna,ursaking,ガチグマ,다투곰,月月熊,ursaluna,ursaluna,ursaluna,ursaluna,
inteleon-gigantamax,,,,,gmax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,inteleon gigantamax,
urshifu-rapid-strike-style-gigantamax,,,,,gmax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,urshifu rapid strike style gigantamax,
charizard-y-mega,,./gifs/clear/charizard-megay.gif,./gifs/blacked/charizard-megay.gif,,mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,charizard y mega,./gifs/shiny/charizard-megay.gif
charizard-x-mega,,./gifs/clear/charizard-megax.gif,./gifs/blacked/charizard-megax.gif,,mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,charizard x mega,./gifs/shiny/charizard-megax.gif
mewtwo-y-mega,,./gifs/clear/mewtwo-megay.gif,./gifs/blacked/mewtwo-megay.gif,,mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,mewtwo y mega,./gifs/shiny/mewtwo-megay.gif
mewtwo-x-mega,,./gifs/clear/mewtwo-megax.gif,./gifs/blacked/mewtwo-megax.gif,,mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,mewtwo x mega,./gifs/shiny/mewtwo-megax.gif
unown-alpha,,./gifs/clear/unown-alpha.gif,./gifs/blacked/unown-alpha.gif,,other,unown a,unown a,unown a,unown a,unown a,unown a,unown a,unown a,unown a,./gifs/shiny/unown-alpha.gif
unown-bravo,,./gifs/clear/unown-bravo.gif,./gifs/blacked/unown-bravo.gif,,other,unown b,unown b,unown b,unown b,unown b,unown b,unown b,unown b,unown b,./gifs/shiny/unown-bravo.gif
unown-charlie,,./gifs/clear/unown-charlie.gif,./gifs/blacked/unown-charlie.gif,,other,unown c,unown c,unown c,unown c,unown c,unown c,unown c,unown c,unown c,./gifs/shiny/unown-charlie.gif
unown-delta,,./gifs/clear/unown-delta.gif,./gifs/blacked/unown-delta.gif,,other,unown d,unown d,unown d,unown d,unown d,unown d,unown d,unown d,unown d,./gifs/shiny/unown-delta.gif
unown-echo,,./gifs/clear/unown-echo.gif,./gifs/blacked/unown-echo.gif,,other,unown e,unown e,unown e,unown e,unown e,unown e,unown e,unown e,unown e,./gifs/shiny/unown-echo.gif
unown-exclamation,,./gifs/clear/unown-exclamation.gif,./gifs/blacked/unown-exclamation.gif,,other,unown !,unown !,unown !,unown !,unown !,unown !,unown !,unown !,unown !,./gifs/shiny/unown-exclamation.gif
unown-foxtrot,,./gifs/clear/unown-foxtrot.gif,./gifs/blacked/unown-foxtrot.gif,,other,unown f,unown f,unown f,unown f,unown f,unown f,unown f,unown f,unown f,./gifs/shiny/unown-foxtrot.gif
unown-golf,,./gifs/clear/unown-golf.gif,./gifs/blacked/unown-golf.gif,,other,unown g,unown g,unown g,unown g,unown g,unown g,unown g,unown g,unown g,./gifs/shiny/unown-golf.gif
unown-interrogation,,./gifs/clear/unown-interrogation.gif,./gifs/blacked/unown-interrogation.gif,,other,unown ?,unown ?,unown ?,unown ?,unown ?,unown ?,unown ?,unown ?,unown ?,./gifs/shiny/unown-interrogation.gif
unown-juliet,,./gifs/clear/unown-juliet.gif,./gifs/blacked/unown-juliet.gif,,other,unown j,unown j,unown j,unown j,unown j,unown j,unown j,unown j,unown j,./gifs/shiny/unown-juliet.gif
unown-kilo,,./gifs/clear/unown-kilo.gif,./gifs/blacked/unown-kilo.gif,,other,unown k,unown k,unown k,unown k,unown k,unown k,unown k,unown k,unown k,./gifs/shiny/unown-kilo.gif
unown-lima,,./gifs/clear/unown-lima.gif,./gifs/blacked/unown-lima.gif,,other,unown l,unown l,unown l,unown l,unown l,unown l,unown l,unown l,unown l,./gifs/shiny/unown-lima.gif
unown-mike,,./gifs/clear/unown-mike.gif,./gifs/blacked/unown-mike.gif,,other,unown m,unown m,unown m,unown m,unown m,unown m,unown m,unown m,unown m,./gifs/shiny/unown-mike.gif
unown-november,,./gifs/clear/unown-november.gif,./gifs/blacked/unown-november.gif,,other,unown n,unown n,unown n,unown n,unown n,unown n,unown n,unown n,unown n,./gifs/shiny/unown-november.gif
